date	High	Low	Open	Close	Volume	Adj Close	pct_change
2021-10-01	0.0006360000115819275	0.0004070000140927732	0.0004070000140927732	0.0005890000029467046	145429642	0.0005890000029467046	
2021-10-02	0.0008870000019669533	0.0005849999724887311	0.0005890000029467046	0.000830999983008951	199969494	0.000830999983008951	41.086583845763336
2021-10-03	0.0009790000040084124	0.0007190000033006072	0.000830999983008951	0.0008529999759048223	232473310	0.0008529999759048223	2.647411954957213
2021-10-04	0.0009260000078938901	0.0007580000092275441	0.0008529999759048223	0.0009110000100918114	241327775	0.0009110000100918114	6.799535266746681
2021-10-05	0.0011869999580085278	0.0009050000226125121	0.0009110000100918114	0.0011350000277161598	302187151	0.0011350000277161598	24.588366096919522
2021-10-06	0.0011599999852478504	0.0008929999894462526	0.0011350000277161598	0.0009480000007897615	278684673	0.0009480000007897615	-16.475772895149486
2021-10-07	0.0013010000111535192	0.0009480000007897615	0.0009480000007897615	0.0012489999644458294	336975505	0.0012489999644458294	31.751050992121343
2021-10-08	0.0017800000496208668	0.0012290000449866056	0.0012489999644458294	0.0017480000387877226	208260553	0.0017480000387877226	39.951968658645654
2021-10-09	0.0024160000029951334	0.001686000032350421	0.001749000046402216	0.0023739999160170555	136320979	0.0023739999160170555	35.8123491612436
2021-10-10	0.0026990000624209642	0.00203000009059906	0.0023739999160170555	0.0021569998934865	156119358	0.0021569998934865	-9.14069208960312
2021-10-11	0.0026759998872876167	0.0021460000425577164	0.0021559998858720064	0.0025059999898076057	124075615	0.0025059999898076057	16.1798847266976
2021-10-12	0.0025629999581724405	0.0019499999471008778	0.0025049999821931124	0.0021840000990778208	98807343	0.0021840000990778208	-12.849157703089453
2021-10-13	0.0025309999473392963	0.001959000015631318	0.0021860001143068075	0.002015999983996153	89686258	0.002015999983996153	-7.692312612650742
2021-10-14	0.0020979999098926783	0.0015899999998509884	0.002015999983996153	0.0015899999998509884	76946485	0.0015899999998509884	-21.130951762248497
2021-10-15	0.001883000019006431	0.0013510000426322222	0.001588999992236495	0.001787999994121492	98618842	0.001787999994121492	12.452829829500601
2021-10-16	0.002088000066578388	0.001787999994121492	0.001787999994121492	0.0019249999895691872	66898619	0.0019249999895691872	7.662192164324266
2021-10-17	0.0019320000428706408	0.0017269999952986836	0.0019239999819546938	0.0017719999887049198	30426154	0.0017719999887049198	-7.948052036016295
2021-10-18	0.0017969999462366104	0.0016339999856427312	0.0017719999887049198	0.0017079999670386314	22521130	0.0017079999670386314	-3.6117393947086462
2021-10-19	0.001972000114619732	0.0017010000301524997	0.0017079999670386314	0.0018850000342354178	25088351	0.0018850000342354178	10.363001792305248
2021-10-20	0.0018889999482780695	0.0017709999810904264	0.0018850000342354178	0.0018220000201836228	22200013	0.0018220000201836228	-3.3421757510656347
2021-10-21	0.002317999955266714	0.0017689999658614397	0.0018220000201836228	0.002194999950006604	45149990	0.002194999950006604	20.472004703127844
2021-10-22	0.0024349999148398638	0.0021170000545680523	0.002193999942392111	0.0023270000237971544	51502882	0.0023270000237971544	6.013670924691961
2021-10-23	0.0023270000237971544	0.0021430000197142363	0.0023270000237971544	0.0022730000782757998	33581678	0.0022730000782757998	-2.320582078604305
