date	High	Low	Open	Close	Volume	Adj Close	pct_change
2021-10-01	0.759663999080658	0.6805430054664612	0.6895740032196045	0.752951979637146	118813928	0.752951979637146	
2021-10-02	0.7820580005645752	0.7398269772529602	0.7537389993667603	0.7533450126647949	96996179	0.7533450126647949	0.0521989500364084
2021-10-03	0.7715740203857422	0.7391989827156067	0.7521849870681763	0.7652750015258789	76887615	0.7652750015258789	1.5836022885296952
2021-10-04	0.8287860155105591	0.7267420291900635	0.7684900164604187	0.7662609815597534	242492275	0.7662609815597534	0.1288399636612425
2021-10-05	0.7844470143318176	0.7471830248832703	0.7666339874267578	0.7816640138626099	119228151	0.7816640138626099	2.0101548523980606
2021-10-06	0.7934520244598389	0.7259650230407715	0.7807149887084961	0.776112973690033	118911401	0.776112973690033	-0.7101568031955718
2021-10-07	0.7810530066490173	0.7492510080337524	0.7757409811019897	0.7712339758872986	80432781	0.7712339758872986	-0.6286453091406519
2021-10-08	0.8138049840927124	0.770687997341156	0.7720270156860352	0.8138049840927124	116963615	0.8138049840927124	5.519856429618031
2021-10-09	0.8397129774093628	0.8003810048103333	0.8140349984169006	0.8397129774093628	108702962	0.8397129774093628	3.183562871089385
2021-10-10	0.8412050008773804	0.7682390213012695	0.8412050008773804	0.772130012512207	76825493	0.772130012512207	-8.048341125518753
2021-10-11	0.7998089790344238	0.7480199933052063	0.7699710130691528	0.763221025466919	87539224	0.763221025466919	-1.1538195512309835
2021-10-12	0.76357501745224	0.7147700190544128	0.76357501745224	0.7542110085487366	68893417	0.7542110085487366	-1.1805252498999552
2021-10-13	0.7692480087280273	0.7341470122337341	0.7552070021629333	0.7676399946212769	62866845	0.7676399946212769	1.7805343491843928
2021-10-14	0.7888789772987366	0.7599369883537292	0.7690060138702393	0.7734969854354858	62862165	0.7734969854354858	0.7629866676108543
2021-10-15	0.7763280272483826	0.7388409972190857	0.7738990187644958	0.7570800185203552	97945427	0.7570800185203552	-2.1224345051438998
2021-10-16	0.8640980124473572	0.7569540143013	0.7569540143013	0.8052769899368286	203353463	0.8052769899368286	6.366166090431236
