date	High	Low	Open	Close	Volume	Adj Close	pct_change
2021-10-01	48436.01171875	43320.0234375	43816.7421875	48116.94140625	42850641582	48116.94140625	
2021-10-02	48282.0625	47465.49609375	48137.46875	47711.48828125	30614346492	47711.48828125	-0.8426411013467638
2021-10-03	49130.69140625	47157.2890625	47680.02734375	48199.953125	26638115879	48199.953125	1.0237887379882071
2021-10-04	49456.77734375	47045.00390625	48208.90625	49112.90234375	33383173002	49112.90234375	1.8940873580984396
2021-10-05	51839.984375	49072.83984375	49174.9609375	51514.8125	35873904236	51514.8125	4.890588911725469
2021-10-06	55568.46484375	50488.19140625	51486.6640625	55361.44921875	49034730168	55361.44921875	7.46704982911468
2021-10-07	55338.625	53525.46875	55338.625	53805.984375	36807860413	53805.984375	-2.809653406297008
2021-10-08	55922.98046875	53688.0546875	53802.14453125	53967.84765625	34800873924	53967.84765625	0.30082765538104184
2021-10-09	55397.9453125	53735.14453125	53929.78125	54968.22265625	32491211414	54968.22265625	1.853649985027972
2021-10-10	56401.3046875	54264.2578125	54952.8203125	54771.578125	39527792364	54771.578125	-0.3577422040362044
2021-10-11	57793.0390625	54519.765625	54734.125	57484.7890625	42637331698	57484.7890625	4.953684064585273
2021-10-12	57627.87890625	54477.97265625	57526.83203125	56041.05859375	41083758949	56041.05859375	-2.5114999851183484
2021-10-13	57688.66015625	54370.97265625	56038.2578125	57401.09765625	41684252783	57401.09765625	2.426861834211813
2021-10-14	58478.734375	56957.07421875	57372.83203125	57321.5234375	36615791366	57321.5234375	-0.1386283921372633
2021-10-15	62757.12890625	56868.14453125	57345.90234375	61593.94921875	51780081801	61593.94921875	7.453440740995654
2021-10-16	62274.4765625	60206.12109375	61609.52734375	60892.1796875	34250964237	60892.1796875	-1.139348166745524
2021-10-17	61645.5234375	59164.46875	60887.65234375	61553.6171875	29032367511	61553.6171875	1.086243756414218
2021-10-18	62614.66015625	60012.7578125	61548.8046875	62026.078125	38055562075	62026.078125	0.7675599893030238
2021-10-19	64434.53515625	61622.93359375	62043.1640625	64261.9921875	40471196346	64261.9921875	3.6047967727284025
2021-10-20	66930.390625	63610.67578125	64284.5859375	65992.8359375	40788955582	65992.8359375	2.693417510228824
2021-10-21	66600.546875	62117.41015625	66002.234375	62210.171875	45908121370	62210.171875	-5.731931366129583
2021-10-22	63715.0234375	60122.796875	62237.890625	60692.265625	38434082775	60692.265625	-2.4399647264276236
2021-10-23	61743.87890625	59826.5234375	60694.62890625	61393.6171875	26882546034	61393.6171875	1.1555863919028075
2021-10-24	61505.8046875	59643.34375	61368.34375	60930.8359375	27316183882	60930.8359375	-0.7537937512081094
2021-10-25	63729.32421875	60691.80078125	60893.92578125	63039.82421875	31064911614	63039.82421875	3.46128236844363
2021-10-26	63229.02734375	59991.16015625	63032.76171875	60363.79296875	34878965587	60363.79296875	-4.244985266320056
2021-10-27	61435.18359375	58208.1875	60352.0	58482.38671875	43657076893	58482.38671875	-3.116779376295975
2021-10-28	62128.6328125	58206.91796875	58470.73046875	60622.13671875	45257083247	60622.13671875	3.658793903693369
2021-10-29	62927.609375	60329.96484375	60624.87109375	62227.96484375	36856881767	62227.96484375	2.648913766352501
2021-10-30	62330.14453125	60918.38671875	62239.36328125	61888.83203125	32157938616	61888.83203125	-0.5449845794435637
2021-10-31	62406.171875	60074.328125	61850.48828125	61318.95703125	32241199927	61318.95703125	-0.9208042570786446
2021-11-01	62419.00390625	59695.18359375	61320.44921875	61004.40625	36150572843	61004.40625	-0.5129747739996526
2021-11-02	64242.79296875	60673.0546875	60963.25390625	63226.40234375	37746665647	63226.40234375	3.6423534468053242
