date	High	Low	Open	Close	Volume	Adj Close	pct_change
2021-10-01	1.5372480154037476	1.29312002658844	1.3095539808273315	1.5223989486694336	126748892	1.5223989486694336	
2021-10-02	1.5725029706954956	1.4921040534973145	1.5243799686431885	1.5100270509719849	116748758	1.5100270509719849	-0.8126580557784591
2021-10-03	1.5547000169754028	1.4709479808807373	1.5060700178146362	1.5484319925308228	97793316	1.5484319925308228	2.543328050588034
2021-10-04	1.6977629661560059	1.5252890586853027	1.5503170490264893	1.5675230026245117	250409998	1.5675230026245117	1.2329253196639245
2021-10-05	1.7232509851455688	1.5501790046691895	1.566720962524414	1.6889259815216064	168913414	1.6889259815216064	7.744892974063489
2021-10-06	1.7490659952163696	1.5497430562973022	1.692728042602539	1.64998197555542	171448679	1.64998197555542	-2.3058444474340245
2021-10-07	1.6770329475402832	1.5948679447174072	1.6459649801254272	1.6608890295028687	114870756	1.6608890295028687	0.6610407937200247
2021-10-08	1.7276710271835327	1.6359649896621704	1.6778689622879028	1.697389006614685	139903396	1.697389006614685	2.19761684636699
2021-10-09	1.7183140516281128	1.6551059484481812	1.6957149505615234	1.7175589799880981	94102463	1.7175589799880981	1.1882940972759437
2021-10-10	1.719316005706787	1.5767940282821655	1.719316005706787	1.5844370126724243	90012546	1.5844370126724243	-7.750648965579998
2021-10-11	1.6530979871749878	1.516036033630371	1.5845810174942017	1.5620059967041016	90547646	1.5620059967041016	-1.4157089104153808
2021-10-12	1.563781976699829	1.4507830142974854	1.563781976699829	1.5371099710464478	99284974	1.5371099710464478	-1.5938495569277844
2021-10-13	1.5891660451889038	1.4938299655914307	1.535485029220581	1.5833460092544556	89553866	1.5833460092544556	3.007985055001039
2021-10-14	1.6472350358963013	1.5651530027389526	1.585258960723877	1.6162769794464111	87422964	1.6162769794464111	2.0798340981363683
2021-10-15	1.6281369924545288	1.5265229940414429	1.6199970245361328	1.6090450286865234	124819411	1.6090450286865234	-0.4474450141809694
2021-10-16	1.7621530294418335	1.6043250560760498	1.609997034072876	1.711089015007019	196703425	1.711089015007019	6.341897492066773
2021-10-17	1.7195539474487305	1.55730402469635	1.7195539474487305	1.6398619413375854	106543395	1.6398619413375854	-4.1626749423753
2021-10-18	1.6498069763183594	1.574079990386963	1.6352510452270508	1.6286569833755493	75687752	1.6286569833755493	-0.6832866645405833
2021-10-19	1.6470340490341187	1.5816400051116943	1.6359820365905762	1.6065189838409424	76010611	1.6065189838409424	-1.3592794407035758
2021-10-20	1.980597972869873	1.5782550573349	1.6046570539474487	1.8495700359344482	402084035	1.8495700359344482	15.129049487632429
2021-10-21	1.8619740009307861	1.7420070171356201	1.8468769788742065	1.7965470552444458	227550513	1.7965470552444458	-2.866773339740769
2021-10-22	1.9031870365142822	1.7788150310516357	1.8013099431991577	1.8314059972763062	155523045	1.8314059972763062	1.9403300308834526
2021-10-23	1.872488021850586	1.7814899682998657	1.835068941116333	1.8417079448699951	83051816	1.8417079448699951	0.5625157725272389
2021-10-24	1.8824349641799927	1.732565999031067	1.8408290147781372	1.7771070003509521	107781924	1.7771070003509521	-3.5076649747310062
2021-10-25	1.9232540130615234	1.7633800506591797	1.7731759548187256	1.900676965713501	137196857	1.900676965713501	6.953434167900174
2021-10-26	2.151494026184082	1.892704963684082	1.9053269624710083	2.0127899646759033	388398845	2.0127899646759033	5.89858250427715
2021-10-27	2.2955920696258545	1.799543023109436	2.0116920471191406	2.089766025543213	914074056	2.089766025543213	3.8243464155836016
2021-10-28	2.394784927368164	2.0752298831939697	2.088484048843384	2.3200221061706543	714095798	2.3200221061706543	11.018270840516164
2021-10-29	2.5941250324249268	2.3173329830169678	2.324738025665283	2.4519450664520264	675717388	2.4519450664520264	5.686280313040615
2021-10-30	3.280082941055298	2.2888801097869873	2.4588229656219482	3.0582709312438965	1876528996	3.0582709312438965	24.728362518709513
2021-10-31	3.4958579540252686	2.426903009414673	3.049562931060791	2.565016031265259	1416661129	2.565016031265259	-16.128554698651733
2021-11-01	2.7742769718170166	2.398545026779175	2.579258918762207	2.628434896469116	720368864	2.628434896469116	2.4724549254600436
2021-11-02	3.2634849548339844	2.5805320739746094	2.610008955001831	3.115952968597412	1524586509	3.115952968597412	18.5478465828923
2021-11-03	3.2018160820007324	2.7347939014434814	3.120810031890869	2.8623969554901123	683062273	2.8623969554901123	-8.137350456269344
2021-11-04	3.374182939529419	2.736829996109009	2.8623409271240234	2.972928047180176	1229438747	2.972928047180176	3.861487187444901
2021-11-05	3.262274980545044	2.865004062652588	2.992922067642212	2.972830057144165	708711423	2.972830057144165	-0.003296078292369664
2021-11-06	3.543694019317627	2.9459729194641113	2.9641199111938477	3.5005578994750977	1634161186	3.5005578994750977	17.751698959808415
2021-11-07	3.621483087539673	3.2806808948516846	3.522840976715088	3.331284999847412	812939620	3.331284999847412	-4.835597767232125
2021-11-08	3.319753885269165	3.1310501098632812	3.319753885269165	3.171135902404785	461398570	3.171135902404785	-4.807427087444105
2021-11-09	3.2746059894561768	2.958683967590332	3.1710920333862305	2.973371982574463	434525575	2.973371982574463	-6.236374785462551
2021-11-10	3.185713052749634	2.6093850135803223	2.9782700538635254	2.8344929218292236	518363690	2.8344929218292236	-4.670759715203621
2021-11-11	3.0667080879211426	2.792268991470337	2.8325839042663574	2.9762139320373535	347569887	2.9762139320373535	4.9998717272037085
2021-11-12	3.1425859928131104	2.917067050933838	2.9726710319519043	3.069236993789673	491586209	3.069236993789673	3.125550241902153
2021-11-13	3.269007921218872	3.023144006729126	3.0824429988861084	3.0530500411987305	458000443	3.0530500411987305	-0.5273933757378502
2021-11-14	3.0892879962921143	2.9453229904174805	3.0463058948516846	3.0803780555725098	232714790	3.0803780555725098	0.8951053538267306
2021-11-15	3.2369699478149414	3.0043420791625977	3.0857229232788086	3.0281410217285156	346234614	3.0281410217285156	-1.695799440899648
2021-11-16	3.0391199588775635	2.567328929901123	3.0391199588775635	2.8541040420532227	523572337	2.8541040420532227	-5.747320829065938
2021-11-17	3.0843329429626465	2.8128790855407715	2.8516910076141357	2.992901086807251	498859481	2.992901086807251	4.863068854847308
2021-11-18	3.251332998275757	2.76289701461792	3.0179190635681152	3.0295910835266113	937124946	3.0295910835266113	1.225900744969155
2021-11-19	3.761080026626587	2.9914350509643555	3.0400660037994385	3.6225268840789795	1551902219	3.6225268840789795	19.57147958932326
2021-11-20	3.9062540531158447	3.452475070953369	3.617440938949585	3.638598918914795	1234591696	3.638598918914795	0.4436691665823611
2021-11-21	3.64394211769104	3.2961580753326416	3.64394211769104	3.306857109069824	560744567	3.306857109069824	-9.11729534465734
